fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type,quality_category,total_acidity,bound_sulfur_dioxide,sugar_to_alcohol,density_alcohol_ratio,free_sulfur_ratio,acidity_to_pH,wine_type_encoded,quality_category_encoded
6.8,0.6799999999999999,0.09,3.9,0.068,15.0,29.0,0.99524,3.41,0.52,11.1,4,red,low,7.4799999999999995,14.0,0.35131970092784437,0.08965318439780201,0.5172235440157236,2.1929053063617707,0,1
7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,5,red,medium,7.62,36.0,0.1521573741984567,0.10824910335833063,0.4285646259583181,2.3224626638220056,0,2
6.5,0.51,0.15,3.0,0.064,12.0,27.0,0.9929,3.33,0.59,12.8,6,red,medium,7.01,15.0,0.23435669088352473,0.07756425279275056,0.4444279841487352,2.1044731311918343,0,2
8.0,0.6799999999999999,0.21,1.9,0.083,14.0,41.0,0.99532,3.34,0.47,10.5,5,red,medium,9.18,27.0,0.1809351490334254,0.09478335396628892,0.34145508646130585,2.7476803352289734,0,2
7.0,0.36,0.21,2.3,0.086,20.0,65.0,0.99558,3.4,0.54,10.1,6,red,medium,7.36,45.0,0.22770022770022771,0.09856251856251858,0.3076875740373225,2.164069391355484,0,2
7.0,0.36,0.21,2.4,0.086,24.0,69.0,0.99556,3.4,0.53,10.1,6,red,medium,7.36,45.0,0.2376002376002376,0.09856053856053856,0.34782104607179604,2.164069391355484,0,2
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,6,red,medium,8.13,74.0,0.2040608101214162,0.10163860830527498,0.18681113394358304,2.493100275988961,0,2
5.4,0.6799999999999999,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,6,red,medium,6.140000000000001,30.0,0.09599232061435085,0.07940004799616031,0.3478185256842243,1.530790326601845,0,2
9.65,0.44,0.46,2.2,0.091,10.0,41.0,0.99638,3.18,0.69,11.9,6,red,medium,10.165,31.0,0.18485841525922192,0.08372237627090161,0.24389649032950417,3.2505501414649483,0,2
9.1,0.6799999999999999,0.6400000000000001,1.7,0.10800000000000001,18.0,64.0,0.99652,2.9,0.855,9.1,6,red,medium,9.86,46.0,0.18679266014723658,0.10949565981760247,0.28124560553741346,3.287437887356215,0,2
9.65,0.66,0.34,2.6,0.094,12.0,88.0,0.99796,3.26,0.66,10.1,5,red,medium,10.165,76.0,0.25740025740025746,0.0987981387981388,0.13636208679446823,3.1769395890831036,0,2
5.0,0.6799999999999999,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,6,red,medium,5.74,30.0,0.09599232061435085,0.07940004799616031,0.3478185256842243,1.431064572425829,0,2
9.1,0.34,0.42,1.8,0.058,9.0,18.0,0.99392,3.18,0.55,11.4,5,red,medium,9.44,9.0,0.15788088764143496,0.08717831769143058,0.49997222376534634,2.96762024520591,0,2
9.1,0.36,0.39,1.8,0.06,21.0,55.0,0.99495,3.18,0.82,11.0,7,red,high,9.459999999999999,34.0,0.1636214889555495,0.09044177802017998,0.3818112397956401,2.9739075762338882,0,0
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6,red,medium,7.16,16.0,0.16036222997830393,0.0938402037543628,0.5293961942295815,2.1114715423179002,0,2
6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,5,red,medium,7.02,25.0,0.19352757767981937,0.10703150198903344,0.3420962606247204,2.1011673151750974,0,2
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,6,red,medium,8.0,74.0,0.21426385062748698,0.10163860830527498,0.18681113394358304,2.4308720753570343,0,2
7.8,0.6799999999999999,0.26,3.8,0.107,31.0,67.0,0.99668,3.26,0.46,9.2,5,red,medium,8.67,36.0,0.4129985871100968,0.10832300836865559,0.46267966149758954,2.65869365225391,0,2
8.4,0.39,0.1,1.7,0.075,6.0,25.0,0.99581,3.09,0.43,9.7,6,red,medium,8.790000000000001,19.0,0.17523966601381302,0.10265024224306774,0.23999040038398464,2.843739890003236,0,2
9.1,0.6799999999999999,0.22,2.2,0.079,12.0,48.0,0.9976,3.18,0.51,9.6,5,red,medium,9.875,36.0,0.22914279762524742,0.10390584314133945,0.24999479177517137,3.1043696950644453,0,2
7.2,0.6799999999999999,0.0,2.0,0.10800000000000001,4.0,11.0,0.99608,3.39,0.52,10.0,5,red,medium,8.035,7.0,0.19998000199980004,0.0995980401959804,0.36360330879011,2.369507519905633,0,2
6.6,0.58,0.02,2.4,0.069,19.0,40.0,0.99387,3.38,0.66,12.6,6,red,medium,7.18,21.0,0.1904610745178954,0.07887231172129197,0.4749881252968676,2.12363206152026,0,2
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,5,red,medium,6.5,11.0,0.14735291021997685,0.10467108725397327,0.5736533145840597,1.9339482296935437,0,2
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,red,medium,8.01,18.0,0.1618893438720122,0.09478906770783736,0.41934131157059445,2.3832192799761978,0,2
7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.99589,3.37,0.51,10.4,6,red,medium,8.14,14.0,0.16344582251706566,0.09574944716854149,0.5483694074384697,2.414713734796796,0,2
9.65,0.42,0.48,2.6,0.077,8.0,20.0,0.99852,3.09,0.53,11.0,5,red,medium,10.165,12.0,0.2363421507135715,0.09076629397327515,0.39998000099994996,3.287437887356215,0,2
8.2,0.44,0.24,2.3,0.063,10.0,28.0,0.99613,3.25,0.53,10.2,6,red,medium,8.639999999999999,18.0,0.2254680913635918,0.09765023036957161,0.3571301024963394,2.6576438019071054,0,2
6.1,0.59,0.01,2.1,0.056,5.0,13.0,0.99472,3.52,0.56,11.4,5,red,medium,6.6899999999999995,8.0,0.18419436891500746,0.08724848697482677,0.3845858010922237,1.9000284010224366,0,2
7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,5,red,medium,7.855,5.0,0.1894537417113988,0.10481738764340597,0.5736533145840597,2.351092487279258,0,2
6.9,0.57,0.0,2.8,0.081,21.0,41.0,0.99518,3.41,0.52,10.8,5,red,medium,7.470000000000001,20.0,0.2592352559948153,0.09213776502175725,0.5121826296919587,2.1899736147757256,0,2
9.0,0.6,0.29,2.0,0.069,32.0,73.0,0.99654,3.34,0.57,10.0,5,red,medium,9.6,41.0,0.19998000199980004,0.09964403559644036,0.43835015958685497,2.8733912002394493,0,2
7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.99332,3.32,0.51,11.8,6,red,medium,7.82,38.0,0.194898737395136,0.08417252775188543,0.17390926284211214,2.354712436013249,0,2
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,5,red,medium,8.245,43.0,0.18444811183380252,0.0967770119405883,0.24560972614515536,2.4458617620884007,0,2
7.2,0.58,0.03,2.3,0.077,7.0,28.0,0.99568,3.35,0.52,10.0,5,red,medium,7.78,21.0,0.22997700229977003,0.09955804419558045,0.2499910717474376,2.321695016413011,0,2
6.1,0.32,0.25,1.8,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,5,red,medium,6.42,27.0,0.17820017820017822,0.09846945846945848,0.15624511734008315,1.9101457899434693,0,2
6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,3.36,0.44,10.1,5,red,medium,6.4399999999999995,24.0,0.17820017820017822,0.09846945846945848,0.14285204099853577,1.9160963998809877,0,2
7.3,0.43,0.24,2.5,0.078,27.0,67.0,0.99648,3.6,0.59,11.1,6,red,medium,7.7299999999999995,40.0,0.22520493649220794,0.08976488604630214,0.4029790600140296,2.1466259372396554,0,2
7.4,0.64,0.17,5.4,0.10800000000000001,52.0,98.0,0.99736,3.28,0.5,9.5,5,red,medium,8.040000000000001,46.0,0.5683612251341965,0.10497421324071152,0.5306068305425454,2.4504724169460537,0,2
9.65,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,6,red,medium,10.165,22.0,0.13952097797561752,0.09936285420057836,0.21427806149780365,3.287437887356215,0,2
9.2,0.54,0.31,2.3,0.10800000000000001,11.0,38.0,0.99699,3.24,0.56,10.9,5,red,medium,9.739999999999998,27.0,0.21098981744794054,0.09145858178148794,0.2894660666824557,3.005245294662141,0,2
8.3,0.6799999999999999,0.14,2.5,0.093,13.0,54.0,0.99724,3.36,0.54,10.1,5,red,medium,9.15,41.0,0.24750024750024752,0.09872685872685874,0.2407362826614322,2.722404046414758,0,2
8.0,0.6799999999999999,0.27,2.0,0.08,11.0,63.0,0.99652,3.29,0.48,9.8,4,red,low,8.83,52.0,0.2040608101214162,0.10167533925109683,0.1746004031682037,2.683075053175327,0,1
7.2,0.605,0.02,1.9,0.096,10.0,31.0,0.995,3.46,0.53,11.8,6,red,medium,7.805,21.0,0.16100330480467756,0.08431488856876536,0.32257023966968806,2.255128575556198,0,2
7.8,0.5,0.09,2.2,0.10800000000000001,10.0,42.0,0.9971,3.18,0.62,9.5,5,red,medium,8.3,32.0,0.2315545732028208,0.10494684770024208,0.23808956929596917,2.6092423766111286,0,2
7.3,0.6799999999999999,0.08,1.7,0.094,10.0,45.0,0.99576,3.24,0.5,9.8,5,red,medium,8.04,35.0,0.17345168860320376,0.10159779614325068,0.22221728406035424,2.4807158284480098,0,2
6.9,0.54,0.3,2.2,0.088,9.0,105.0,0.99725,3.25,0.855,10.5,6,red,medium,7.44,96.0,0.20950385677554523,0.09496714598609657,0.08571346939552957,2.2885266071977854,0,2
8.0,0.6799999999999999,0.32,2.1,0.079,16.0,74.0,0.99656,3.27,0.5,9.8,6,red,medium,8.77,58.0,0.21426385062748698,0.10167942046729925,0.21621329441494033,2.681137266890859,0,2
6.6,0.61,0.0,1.6,0.069,4.0,8.0,0.99396,3.33,0.37,10.4,4,red,low,7.21,4.0,0.153831362369003,0.09556388808768387,0.4999375078115236,2.164515160612429,0,1
8.7,0.6799999999999999,0.51,1.7,0.10800000000000001,12.0,66.0,0.99623,3.0,0.855,9.2,5,red,medium,9.479999999999999,54.0,0.1847625258124117,0.10827410064123466,0.18181542703898423,3.1589470176607795,0,2
7.5,0.58,0.56,3.1,0.10800000000000001,5.0,14.0,0.99476,3.21,0.855,11.6,6,red,medium,8.08,9.0,0.2672183432462719,0.08574778036376175,0.3571173487608028,2.5163500467144195,0,2
7.7,0.6799999999999999,0.27,3.8,0.10800000000000001,34.0,89.0,0.99664,3.24,0.45,9.3,5,red,medium,8.45,55.0,0.4085582195462853,0.10715406945489732,0.382018179571016,2.607219993829065,0,2
6.8,0.6799999999999999,0.0,1.2,0.10800000000000001,16.0,29.0,0.99471,3.32,0.51,9.8,3,red,low,7.615,13.0,0.12243648607284971,0.10149066421793694,0.5517051136167718,2.292984040951521,0,1
7.2,0.56,0.26,2.0,0.083,13.0,100.0,0.99586,3.26,0.52,9.9,5,red,medium,7.76,87.0,0.201999798000202,0.10058175941824057,0.12999870001299987,2.3796381478074213,0,2
8.2,0.6799999999999999,0.2,1.4,0.086,7.0,31.0,0.9946,3.11,0.46,10.0,5,red,medium,9.084999999999999,24.0,0.13998600139986,0.09945005499450056,0.22579916776878164,2.9202828672452585,0,2
5.2,0.49,0.26,2.3,0.09,23.0,74.0,0.9953,3.71,0.62,12.2,6,red,medium,5.69,51.0,0.1885091385951971,0.08157528071469552,0.3108066107214767,1.5332794395041769,0,2
7.2,0.45,0.15,2.0,0.078,10.0,28.0,0.99609,3.29,0.51,9.9,6,red,medium,7.65,18.0,0.201999798000202,0.10060498939501061,0.3571301024963394,2.3245214220601644,0,2
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,6,red,medium,8.07,24.0,0.24071845199518563,0.09217387278955652,0.31427673495043,2.4010711097887536,0,2
6.8,0.6799999999999999,0.09,1.8,0.074,4.0,25.0,0.99534,3.38,0.45,9.6,5,red,medium,7.63,21.0,0.18748047078429333,0.10367045099468807,0.15999360025598974,2.256728778467909,0,2
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,5,red,medium,8.6,80.0,0.2120997879002121,0.1006090293909706,0.23809297054313766,2.605271129960618,0,2
7.1,0.6799999999999999,0.15,1.8,0.107,20.0,84.0,0.99593,3.19,0.5,9.5,5,red,medium,7.8549999999999995,64.0,0.1894537417113988,0.10482370276812968,0.23809240366186116,2.461610780319649,0,2
8.0,0.6799999999999999,0.25,3.4,0.076,34.0,85.0,0.99668,3.19,0.42,9.2,5,red,medium,8.81,51.0,0.3695250516248234,0.10832300836865559,0.3999952941730097,2.760890003133814,0,2
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,5,red,medium,8.040000000000001,15.0,0.18748047078429333,0.10374960941568588,0.3478109647406634,2.4356255680096943,0,2
6.6,0.64,0.31,6.1,0.083,7.0,49.0,0.99718,3.35,0.68,10.3,5,red,medium,7.239999999999999,42.0,0.5921755169401028,0.09680419376759537,0.14285422746474563,2.160549089823933,0,2
6.7,0.48,0.02,2.2,0.08,36.0,111.0,0.99524,3.1,0.53,9.7,5,red,medium,7.18,75.0,0.22678074425316982,0.10259148541387487,0.3243214025098873,2.3153821347952275,0,2
6.0,0.49,0.0,2.3,0.068,15.0,33.0,0.99292,3.58,0.59,12.5,6,red,medium,6.49,18.0,0.1839852811775058,0.07942724582033438,0.4545316808581559,1.8123429209717956,0,2
8.0,0.64,0.22,2.4,0.094,5.0,33.0,0.99612,3.37,0.58,11.0,5,red,medium,8.64,28.0,0.218161985274066,0.0905481319880011,0.15151056028605195,2.563037674280629,0,2
7.1,0.62,0.06,1.3,0.07,5.0,12.0,0.9942,3.17,0.48,9.8,5,red,medium,7.72,7.0,0.13263952657892053,0.10143862871135598,0.41663194733772185,2.434563229265216,0,2
8.0,0.52,0.25,2.0,0.078,19.0,59.0,0.99612,3.3,0.48,10.2,5,red,medium,8.52,40.0,0.1960592098813842,0.09764925007352222,0.3220284401959289,2.5810360496819147,0,2
6.4,0.57,0.14,3.9,0.07,27.0,73.0,0.99669,3.32,0.48,9.2,5,red,medium,6.970000000000001,46.0,0.4238669709814151,0.10832409520704273,0.36985794715140885,2.098765432098766,0,2
8.6,0.6799999999999999,0.1,1.6,0.092,3.0,12.0,0.99745,3.31,0.65,9.55,6,red,medium,9.285,9.0,0.1675217254737724,0.1044340906711339,0.24997916840263312,2.804288734521293,0,2
8.7,0.675,0.1,1.6,0.09,4.0,11.0,0.99745,3.31,0.65,9.55,5,red,medium,9.375,7.0,0.1675217254737724,0.1044340906711339,0.36360330879011,2.831470854726669,0,2
7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.99584,3.28,0.52,9.9,5,red,medium,7.89,87.0,0.201999798000202,0.10057973942026058,0.16345996673108912,2.404754647973179,0,2
7.0,0.6,0.12,2.2,0.083,13.0,28.0,0.9966,3.52,0.62,10.2,7,red,high,7.6,15.0,0.21566513086952263,0.09769630428389375,0.4642691332452412,2.158477705197387,0,0
7.2,0.67,0.0,2.2,0.068,10.0,24.0,0.9956,3.42,0.72,11.1,6,red,medium,7.87,14.0,0.198180344113143,0.08968561390865688,0.416649306278905,2.3004969307220113,0,2
7.9,0.6799999999999999,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,5,red,medium,8.59,108.0,0.2120997879002121,0.10061609938390062,0.23404089332699768,2.6422639187942174,0,2
7.6,0.3,0.42,2.0,0.052,6.0,24.0,0.9963,3.44,0.82,11.9,6,red,medium,7.8999999999999995,18.0,0.16805310478111082,0.08371565414671035,0.249989583767343,2.2958442313281022,0,2
7.2,0.33,0.33,1.7,0.061,3.0,13.0,0.996,3.23,0.855,10.0,8,red,high,7.53,10.0,0.16998300169983002,0.09959004099590041,0.2307514806553342,2.3305478180129993,0,0
8.0,0.5,0.39,2.6,0.082,12.0,46.0,0.9985,3.43,0.62,10.7,6,red,medium,8.5,34.0,0.24296794692084855,0.09330903653864127,0.2608638942631682,2.477411833284757,0,2
7.7,0.28,0.3,2.0,0.062,18.0,34.0,0.9952,3.28,0.855,11.3,7,red,high,7.98,16.0,0.17697548889478806,0.08806300327404654,0.5293961942295815,2.4321853093569037,0,0
8.2,0.24,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.855,10.9,6,red,medium,8.44,14.0,0.4678469865149986,0.09149619300981561,0.3636198354620244,2.6203042533374727,0,2
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.855,10.7,6,red,medium,6.51,14.0,0.1962433417437623,0.09298196430240166,0.5736533145840597,1.8384637108161537,0,2
8.1,0.29,0.36,2.2,0.048,35.0,53.0,0.995,3.27,0.855,12.4,7,red,high,8.389999999999999,18.0,0.17740504798000162,0.08023546488186437,0.5736533145840597,2.564964842555793,0,0
6.6,0.6799999999999999,0.0,1.8,0.082,5.0,16.0,0.9936,3.5,0.44,11.9,6,red,medium,7.56,11.0,0.15124779430299976,0.08348878245525587,0.31248046997062684,2.159383033419023,0,2
6.4,0.47,0.4,2.4,0.071,8.0,19.0,0.9963,3.56,0.73,10.6,6,red,medium,6.87,11.0,0.2263937364399585,0.09398169983963778,0.4210304720804168,1.9292333614153327,0,2
9.65,0.57,0.25,2.0,0.104,12.0,89.0,0.9963,3.04,0.855,10.1,5,red,medium,10.165,77.0,0.19800019800019802,0.09863379863379863,0.13482994573094684,3.287437887356215,0,2
9.65,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,5,red,medium,10.165,12.0,0.22914279762524742,0.10409332361212374,0.1999866675554963,3.223992502343018,0,2
6.2,0.58,0.0,1.6,0.065,8.0,18.0,0.9966,3.56,0.84,9.4,5,red,medium,6.78,10.0,0.17019466014253803,0.10600999893628338,0.4444197544580856,1.903959561920809,0,2
7.3,0.34,0.33,2.5,0.064,21.0,37.0,0.9952,3.35,0.77,12.1,7,red,high,7.64,16.0,0.20659449632261798,0.08224113709610777,0.5675522283181536,2.2799164428528798,0,0
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,5,red,medium,8.33,16.0,0.16324864809713296,0.10152025303540455,0.1578864270301563,2.635242012021512,0,2
7.7,0.64,0.21,2.2,0.077,32.0,133.0,0.9956,3.27,0.45,9.9,5,red,medium,8.34,101.0,0.2221997778002222,0.10055549944450057,0.24059969473913728,2.549678997248548,0,2
7.5,0.4,0.18,1.6,0.079,24.0,58.0,0.9965,3.34,0.58,9.4,5,red,medium,7.9,34.0,0.17019466014253803,0.10599936177002448,0.4137859692074275,2.3645615085303806,0,2
7.0,0.54,0.0,2.1,0.079,39.0,55.0,0.9956,3.39,0.84,11.4,6,red,medium,7.54,16.0,0.18419436891500746,0.08732567318656259,0.5736533145840597,2.223532881156001,0,2
6.4,0.53,0.09,3.9,0.10800000000000001,14.0,31.0,0.9968,3.5,0.67,11.0,4,red,low,6.930000000000001,17.0,0.35451322607035723,0.09060994455049541,0.4515983355375633,1.9794344473007714,0,1
8.3,0.26,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,6,red,medium,8.56,15.0,0.14581814394333925,0.10388501197791897,0.3478109647406634,2.6249616681999393,0,2
7.7,0.23,0.37,1.8,0.046,23.0,60.0,0.9971,3.41,0.71,12.1,6,red,medium,7.930000000000001,37.0,0.14874803735228495,0.08239814891331296,0.38332694455092414,2.3248314277338027,0,2
7.6,0.41,0.33,2.5,0.078,6.0,23.0,0.9957,3.3,0.58,11.2,5,red,medium,8.01,17.0,0.22319435764663872,0.08889384876350327,0.2608582235554976,2.4265374129051804,0,2
7.8,0.64,0.0,1.9,0.072,27.0,55.0,0.9962,3.31,0.63,11.0,5,red,medium,8.44,28.0,0.17271157167530224,0.09055540405417689,0.49090016545153725,2.5490788281485957,0,2
7.9,0.18,0.4,2.2,0.049,38.0,67.0,0.996,3.33,0.855,11.3,5,red,medium,8.08,29.0,0.1946730377842669,0.08813379346960445,0.5671557140938195,2.4256979885920145,0,2
7.4,0.41,0.24,1.8,0.066,18.0,47.0,0.9956,3.37,0.62,10.4,5,red,medium,7.8100000000000005,29.0,0.17306028266512835,0.09572156523411211,0.38297057509414695,2.3168199347374667,0,2
7.6,0.43,0.31,2.1,0.069,13.0,74.0,0.9958,3.26,0.54,9.9,6,red,medium,8.03,61.0,0.2120997879002121,0.10057569942430059,0.17567330171213902,2.462434835939896,0,2
5.9,0.44,0.0,1.6,0.042,3.0,11.0,0.9944,3.48,0.85,11.7,6,red,medium,6.340000000000001,8.0,0.13674044953422787,0.08498418938552262,0.2727024815925825,1.8213157138753235,0,2
6.1,0.4,0.16,1.8,0.069,11.0,25.0,0.9955,3.42,0.74,10.1,7,red,high,6.5,14.0,0.17820017820017822,0.09855459855459857,0.4399824007039718,1.900029231218942,0,0
9.65,0.54,0.37,15.4,0.10800000000000001,55.0,95.0,1.0036250000000002,3.18,0.77,9.0,6,red,medium,10.165,40.0,1.5670384807914588,0.1115087212531941,0.5736533145840597,3.287437887356215,0,2
9.65,0.38,0.38,1.6,0.10800000000000001,27.0,90.0,0.99914,3.15,0.65,8.5,5,red,medium,10.165,63.0,0.18821315139395367,0.11753205505234679,0.2999966667037033,3.287437887356215,0,2
6.8,0.6799999999999999,0.29,4.8,0.07,15.0,39.0,0.99577,3.53,0.54,11.1,5,red,medium,7.715,24.0,0.4323934780650392,0.08970092784433836,0.38460552293530936,2.18493344661569,0,2
7.0,0.59,0.0,1.7,0.052,3.0,8.0,0.996,3.41,0.47,10.3,5,red,medium,7.59,5.0,0.1650325211144549,0.09668964178235123,0.3749531308586427,2.2251539138082674,0,2
7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.0666666666667,6,red,medium,7.97,61.0,0.1987772189260001,0.08996114808902783,0.33695285920805207,2.399879554351099,0,2
7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,11.3,7,red,high,7.57,13.0,0.17697548889478806,0.08801875940182285,0.5356951537445092,2.3429278861033738,0,0
7.4,0.6799999999999999,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,9.56666666666667,6,red,medium,8.185,79.0,0.5434971954151132,0.10421872278159074,0.19387557269823777,2.5893704523884846,0,2
6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,3.4,0.75,9.8,5,red,medium,7.53,12.0,0.19385776961534537,0.10173655749413325,0.5736533145840597,2.2140546897971185,0,2
6.9,0.58,0.2,1.75,0.058,8.0,22.0,0.99322,3.38,0.49,11.7,5,red,medium,7.48,14.0,0.14955986667806173,0.08488334330399112,0.3636198354620244,2.2123632061520264,0,2
7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.1,6,red,medium,7.97,61.0,0.198180344113143,0.08969101882713269,0.33695285920805207,2.399879554351099,0,2
7.4,0.6799999999999999,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,9.6,6,red,medium,8.185,79.0,0.541610248932403,0.10385688990730133,0.19387557269823777,2.5893704523884846,0,2
6.8,0.67,0.0,1.9,0.08,22.0,39.0,0.99701,3.4,0.74,9.7,5,red,medium,7.47,17.0,0.19585609730955572,0.1027739408308422,0.5640881003051205,2.1964128197588946,0,2
6.9,0.58,0.01,1.9,0.08,40.0,54.0,0.99683,3.4,0.73,9.7,5,red,medium,7.48,14.0,0.19585609730955572,0.10275538604267602,0.5736533145840597,2.199353131431932,0,2
7.2,0.38,0.31,2.0,0.056,15.0,29.0,0.99472,3.23,0.76,11.3,8,red,high,7.58,14.0,0.17697548889478806,0.0880205291567118,0.5172235440157236,2.3460229031259674,0,0
7.8,0.32,0.44,2.7,0.104,8.0,17.0,0.99732,3.33,0.78,11.0,7,red,high,8.12,9.0,0.24543223343332427,0.09065721298063813,0.4705605552614552,2.437706394476133,0,0
6.6,0.58,0.02,2.0,0.062,37.0,53.0,0.99374,3.35,0.76,11.6,7,red,high,7.18,16.0,0.17239893112662702,0.08565985690888717,0.5736533145840597,2.142643986869591,0,0
7.6,0.49,0.33,1.9,0.074,27.0,85.0,0.99706,3.41,0.58,9.0,5,red,medium,8.09,58.0,0.21108765692700812,0.11077213642928564,0.31764332184327243,2.3717384931105245,0,2
9.65,0.45,0.63,2.2,0.073,7.0,23.0,0.99974,3.21,0.69,10.9,6,red,medium,10.165,16.0,0.20181634712411708,0.09171085221539309,0.3043345941480805,3.287437887356215,0,2
6.5,0.6799999999999999,0.0,1.6,0.052,9.0,17.0,0.99467,3.5,0.63,10.9,6,red,medium,7.4,8.0,0.14677552518117604,0.09124575726997523,0.529380624669137,2.1136818051985147,0,2
6.0,0.54,0.06,1.8,0.05,38.0,89.0,0.99236,3.3,0.5,10.55,6,red,medium,6.54,51.0,0.17059994313335228,0.09405364420434083,0.426961494814665,1.981217812784005,0,2
8.4,0.29,0.4,1.7,0.067,8.0,20.0,0.99603,3.39,0.6,10.5,5,red,medium,8.69,12.0,0.1618893438720122,0.09485096657461195,0.39998000099994996,2.562665880271306,0,2
7.9,0.2,0.35,1.7,0.054,7.0,15.0,0.99458,3.32,0.8,11.9,7,red,high,8.1,8.0,0.1428451390639442,0.0835711284765986,0.4666355576294914,2.4390243902439024,0,0
6.4,0.42,0.09,2.3,0.054,34.0,64.0,0.99724,3.41,0.68,10.4,6,red,medium,6.82,30.0,0.22113258340544178,0.09587924238054034,0.5312416993484477,1.999413661682791,0,2
6.2,0.6799999999999999,0.0,2.1,0.06,6.0,13.0,0.99664,3.59,0.61,10.0,4,red,low,6.985,7.0,0.20997900209979004,0.09965403459654035,0.4615029613106684,1.945140629351156,0,1
6.8,0.64,0.03,2.3,0.075,14.0,31.0,0.99545,3.36,0.58,10.4,6,red,medium,7.4399999999999995,17.0,0.22113258340544178,0.09570714354389001,0.4515983355375633,2.2136268967569177,0,2
6.9,0.63,0.01,2.4,0.076,14.0,39.0,0.99522,3.34,0.53,10.8,6,red,medium,7.53,25.0,0.22220164799555595,0.09214146838255717,0.3589651547396221,2.2538162226878184,0,2
6.8,0.59,0.1,1.7,0.063,34.0,53.0,0.9958,3.41,0.67,9.7,5,red,medium,7.39,19.0,0.17523966601381302,0.10264921142150295,0.5736533145840597,2.1665200820873642,0,2
7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,7,red,high,7.779999999999999,23.0,0.20997900209979004,0.09971802819718029,0.5736533145840597,2.3568615571039078,0,0
6.7,0.6799999999999999,0.08,2.3,0.067,19.0,32.0,0.99648,3.52,0.57,11.0,4,red,low,7.74,13.0,0.20907190255431324,0.09058085628579221,0.5736533145840597,2.198239136608918,0,1
7.3,0.6799999999999999,0.05,2.1,0.061,20.0,49.0,0.99705,3.31,0.55,9.7,3,red,low,8.28,29.0,0.21647252860529845,0.10277806411710134,0.4081549356135589,2.5007550588945935,0,1
9.65,0.6799999999999999,0.11,1.4,0.084,8.0,24.0,0.99578,2.88,0.47,9.7,5,red,medium,10.165,16.0,0.14431501907019895,0.10264714977837337,0.333319445023124,3.287437887356215,0,2
6.7,0.6799999999999999,0.08,3.75,0.067,8.0,16.0,0.99334,3.43,0.52,12.6,5,red,medium,7.4,8.0,0.2975954289342116,0.07883025156733593,0.4999687519530029,2.156805596036141,0,2
7.6,0.35,0.6,2.6,0.073,23.0,44.0,0.99656,3.38,0.79,11.1,6,red,medium,7.949999999999999,21.0,0.23421313395189625,0.0897720926042699,0.5227153928319811,2.3513753327417923,0,2
6.1,0.6,0.08,1.8,0.071,14.0,45.0,0.99336,3.38,0.54,11.0,5,red,medium,6.699999999999999,31.0,0.1636214889555495,0.09029724570493593,0.31110419768449593,1.981662230109435,0,2
